PATIENT_ID,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
1581700b-1a89-2ee4-f73c-a4252b49af0d,2001-01-06,,999-28-2584,S99964573,X86938693X,Mr.,Jospeh459,Oberbrunner298,,,,white,nonhispanic,NaN,Atascocita  Texas  US,171 Schoen Station,Prosper,Texas,Collin County,48085.0,75078,0.3329044706340581,-97.0379569108348,11166.98,0.0,80038
27d852f8-0696-8ab6-e901-a738dd2996b8,1983-01-30,,999-41-2490,S99979423,X70666559X,Mrs.,Demetrius568,Schulist381,,Moen819,M,white,hispanic,NaN,Houston  Texas  US,447 Schumm Ramp Unit 66,Kingsville,Texas,Kleberg County,48273.0,78363,0.27544029210257803,-97.86153511332262,11287.14,0.0,135185
03901fea-ce88-dc47-9a17-a55c62d65027,1951-03-08,,999-53-8110,S99993471,X19768225X,Mr.,Omer483,Kihn564,,,M,white,nonhispanic,NaN,Dallas  Texas  US,888 Goldner Mission,Henrietta,Texas,Clay County,48077.0,76365,0.3382680652468231,-98.24510485994924,18362.05,1714.59,137487
200a260f-c9a4-558a-f91d-e499b598bda6,1972-07-26,,999-50-5164,S99946083,X84514530X,Mr.,Eric487,Johns824,,,M,white,nonhispanic,NaN,Dallas  Texas  US,1071 Little Fort Unit 30,Hurst,Texas,Tarrant County,48439.0,76022,0.3279989142132076,-97.19019605248512,12495.3,0.0,136518
0041a22d-233d-39a2-01ca-48ff8979a7e4,1996-11-04,,999-10-4498,S99919543,X38243464X,Mr.,Gilberto712,Miramontes145,,,,white,hispanic,NaN,Mexico City  Mexico City  MX,389 Osinski Park Suite 53,Richardson,Texas,Dallas County,48113.0,75080,0.3305086760733536,-96.67486072339597,4415.62,7020.72,21462
955cc6ad-b81b-31e2-eaba-5a91449dccea,2005-11-10,,999-81-9690,S99938239,,Ms.,Song837,Wyman904,,,,asian,nonhispanic,NaN,Rosenberg  Texas  US,831 Hackett Center Suite 46,Houston,Texas,Harris County,48157.0,77407,0.29734188168151054,-95.43792556394268,10628.26,0.0,96462
18882c1e-77b6-49fc-1b7d-46df6b8b8b37,2003-05-29,,999-34-2540,S99949082,X75055981X,Ms.,Rowena386,Greenfelder433,,,,black,nonhispanic,NaN,Houston  Texas  US,315 Boyer Run,Arlington,Texas,Tarrant County,48439.0,76016,0.3261140580693202,-97.11747683587362,10262.08,0.0,35069
c8eee192-e574-68c0-3c1c-779db0e98ad7,2003-08-06,,999-36-1693,S99910987,X36324548X,Ms.,Rosalinda949,Rowe323,,,,black,nonhispanic,NaN,Kountze  Texas  US,488 Sipes Vista Apt 22,Huntsville,Texas,Walker County,48471.0,77340,0.3082667732658284,-95.5386244253026,2619.36,8142.26,18397
392a0f46-077f-ff60-b190-700561a23891,1998-07-13,,999-28-3864,S99913760,X25001595X,Ms.,Floria545,Douglas31,,,,white,nonhispanic,NaN,The Woodlands  Texas  US,684 Kris Rest,Grapevine,Texas,Tarrant County,48121.0,75067,0.33061143917886093,-97.07965165694296,4315.62,7120.72,15248
fa3e6105-c1a6-d7d6-8e64-356e2ba69162,1976-07-31,,999-27-7211,S99916747,X75564807X,Mrs.,Ana972,Olivares593,,Gálvez271,M,black,hispanic,NaN,Santiago  Santiago Province  CL,423 Sipes Trace Unit 27,Grand Prairie,Texas,Dallas County,48113.0,75060,0.3269611378368819,-97.13558381871556,8756.86,4258.72,16965
e6943c3d-ab1f-46f0-ea27-95f1a3b411d4,2012-05-13,,999-69-8149,,,,Audry167,Ward668,,,,white,nonhispanic,NaN,Robinson  Texas  US,984 West Course,Lubbock,Texas,Lubbock County,48303.0,79423,0.3356408025980361,-101.83299978147642,3978.96,4264.24,31234
90140191-806b-a8a9-7c2b-b2b3fe16ef2a,1989-09-07,,999-27-2077,S99962438,X20567919X,Mr.,Edgardo196,Greenfelder433,,,M,white,nonhispanic,NaN,Richardson  Texas  US,113 Russel Trail Suite 80,Bay City,Texas,Matagorda County,48321.0,77414,0.2903318921061205,-95.87710823134768,11020.42,0.0,49377
aadec884-40a2-4604-e825-cf622b9bb016,1989-01-13,,999-89-6153,S99935008,X68887967X,Mr.,Antonio44,Maldonado119,,,M,white,hispanic,NaN,Kingston  Kingston  JM,427 Batz Harbor,Houston,Texas,Harris County,48201.0,77084,0.2961172402576921,-95.63367129418776,10884.42,0.0,182737
9a420082-b4a4-95d9-abd8-a0c281927d82,1994-12-21,,999-28-1001,S99957965,X10061382X,Mr.,Gale827,McDermott739,,,M,white,nonhispanic,NaN,Midlothian  Texas  US,656 Schulist Landing,Garland,Texas,Dallas County,48113.0,75150,0.32866577454084833,-96.65634159918758,11705.7,0.0,59052
54d229ac-0802-2ab7-3712-dc4e5bf67839,2021-03-19,,999-16-9070,,,,María Cristina383,Sevilla788,,,,white,hispanic,NaN,Portsmouth  Saint John Parish  DM,906 Champlin Lock Apt 71,Beverly Hills,Texas,McLennan County,48309.0,76711,0.3150269023537963,-97.1951088183044,3410.27,1323.33,66560
b2662279-7b87-fe33-67bb-dea3e6295d7a,1948-11-05,,999-29-8166,S99956858,X13700241X,Mrs.,Palma671,Hamill307,,Donnelly343,M,asian,hispanic,NaN,Fairview  Texas  US,1059 Boehm Flat,Houston,Texas,Harris County,48201.0,77078,0.2976534440293,-95.46113973495028,22899.94,2806.22,92758
1a83ded8-a29e-63e8-436c-575211427b31,1976-09-19,,999-88-4026,S99968450,X39799455X,Mr.,Reid278,Paucek755,,,M,white,hispanic,NaN,Denton  Texas  US,354 Koss Approach Suite 90,El Paso,Texas,El Paso County,48141.0,79911,0.31819732973064174,-106.48482517124395,11687.22,0.0,60520
6c0eece0-d259-dc73-7c47-c25b721651b5,2018-03-15,,999-95-1438,,,,Shay725,Corwin846,,,,hawaiian,hispanic,NaN,Houston  Texas  US,523 Mante Green,McKinney,Texas,Collin County,48085.0,75070,0.3319977461904227,-96.81757727979355,6219.04,0.0,126797
d1b8485e-4018-84c5-f514-54c3d49e53e4,1976-11-13,,999-56-5674,S99995283,X29527194X,Mr.,Clarence5,Vandervort697,,,M,black,nonhispanic,NaN,Bellmead  Texas  US,220 Fahey Trafficway Suite 83,Dallas,Texas,Dallas County,48113.0,75247,0.3274123003592664,-96.73486540264662,11560.69,126.53,595236
98fb15a9-f54c-e1f8-c647-fbe7547ade14,2023-04-17,,999-46-2603,,,,Kylee806,Cronin387,,,,white,nonhispanic,NaN,Denton  Texas  US,329 Veum Extension Suite 43,Austin,Texas,Williamson County,48491.0,78664,0.3021754697427372,-97.67291280203769,100.0,2878.8,33137
fb9e708e-5866-1d6d-9cc5-9d3f751cfac1,1987-03-25,,999-25-4472,S99951761,X38340985X,Mrs.,Janiece99,Roob72,,Murazik203,M,white,nonhispanic,NaN,San Angelo  Texas  US,671 Jerde Quay,Wylie,Texas,Collin County,48085.0,75098,0.33007431356920114,-96.61465907967084,9795.95,452.93,955366
1122fb60-27c1-84b3-3ee4-7f7cc42c21f5,2004-07-19,,999-63-5372,S99993519,,Mr.,Boyce638,Hartmann983,,,,white,nonhispanic,NaN,Houston  Texas  US,1035 Cole Burg,Belton,Texas,Bell County,48027.0,76571,0.3110122588509542,-97.48433169576832,10647.85,0.0,140780
5d4d8536-1445-973b-fe8e-1ea688802fa8,1985-12-29,,999-57-6527,S99928380,X79060250X,Mr.,Reginald96,O'Hara248,,,M,white,nonhispanic,NaN,Austin  Texas  US,194 Herman Avenue Suite 80,Midland,Texas,Midland County,48317.0,79782,0.3196943364246514,-102.05555542856943,11017.78,0.0,91605
57e5052f-615f-1626-022d-84b868edf689,2023-11-24,,999-38-3184,,,,Claude750,Zemlak964,,,,white,hispanic,NaN,DeSoto  Texas  US,558 Trantow Heights Apt 29,Austin,Texas,Travis County,48453.0,78653,0.3030002740055351,-97.76568207838012,538.72,0.0,105567
2f46d180-c7aa-2ae3-da0c-73919079d209,1975-03-21,,999-82-3024,S99953958,X3756550X,Mr.,Ty725,Klein929,,,M,white,nonhispanic,NaN,Fort Worth  Texas  US,306 Baumbach Lodge,Spring,Texas,Harris County,48201.0,77388,0.3007004170533834,-95.48824755192136,11820.58,0.0,64874
672b75bd-f441-e2ed-2c0c-15cbe7f07ac9,1995-10-18,,999-32-7747,S99911748,X35265250X,Mr.,Elroy493,Rutherford999,,,S,white,hispanic,NaN,Manor  Texas  US,253 O'Hara Run,El Paso,Texas,El Paso County,48141.0,79935,0.318568159730515,-106.46300100459337,4235.44,6970.72,896
5101a770-f102-12de-692c-82938e2b19dd,2014-08-29,,999-43-9900,,,,Yadira684,Spencer878,,,,white,nonhispanic,NaN,Lufkin  Texas  US,648 Wisozk Walk Suite 87,Fort Worth,Texas,Tarrant County,48121.0,76262,0.328414045515076,-97.42620945283616,5973.15,1323.33,60049
da95b91a-ed0a-b4a0-082a-813e3744e372,2007-01-21,,999-42-3731,S99981097,,,Diana207,Sotelo656,,,,white,hispanic,NaN,Carolina  Puerto Rico  PR,1069 Kunze Rapid,Pflugerville,Texas,Travis County,48453.0,78653,0.3038102845234681,-97.50908766437382,10225.54,0.0,193767
8e69eb17-19c8-db47-96c6-9cee6bea32e4,2006-10-22,,999-76-8541,S99913189,,,Amee396,Kovacek682,,,,white,hispanic,NaN,Austin  Texas  US,152 Muller Union Apt 4,San Antonio,Texas,Bexar County,48029.0,78216,0.2946494475994359,-98.41692655243672,4878.5,5616.4,23787
6a5e209b-280a-d4ae-f88b-9dd6284df028,2019-05-19,,999-32-5435,,,,Mariano761,Delgadillo349,,,,asian,hispanic,NaN,Guatemala City  Guatemala  GT,281 Shields Gateway,Houston,Texas,Harris County,48201.0,77025,0.3009206414795827,-95.2265316551114,400.0,5005.68,24214
6b3dbd57-bb42-72ff-50c4-d46ba6f10df4,2003-08-03,,999-38-9816,S99969623,X13259253X,Mr.,Lucas404,Fadel536,,,,white,hispanic,NaN,Ponder  Texas  US,929 McLaughlin Fork,Corpus Christi,Texas,Nueces County,48355.0,78407,0.2770310807271816,-97.4776782316277,10761.62,0.0,53545
873b6a3b-7535-8f50-fb89-f64f4119fe57,1969-11-26,,999-88-1454,S99917518,X72564086X,Mr.,Wally311,Windler79,PhD,,D,white,nonhispanic,NaN,Houston  Texas  US,1090 Dicki Quay,Cinco Ranch,Texas,Fort Bend County,,0,0.297188359627654,-95.75062425950355,18426.69,0.0,47461
55651cd4-f43b-23c0-281f-72194b9837ff,1994-06-16,,999-14-2401,S99960532,X81848034X,Mrs.,Ana María762,Arredondo74,,Guzmán14,M,white,hispanic,NaN,Buenos Aires  Ciudad de Buenos Aires  AR,320 Rohan Drive,Laredo,Texas,Webb County,48479.0,78045,0.2735911633399935,-99.3728923622422,11569.7,0.0,148640
b5037047-e76d-2153-ad2b-59f04377418c,1983-07-29,,999-57-5682,S99944849,X89975907X,Mr.,Eusebio566,Goldner995,,,M,black,nonhispanic,NaN,Dallas  Texas  US,278 Sanford Passage,Beaumont,Texas,Jefferson County,48245.0,77713,0.30054316401695225,-94.11389968413988,6484.42,4802.72,10530
679c237a-42b8-a21f-3640-38ad99a410a5,1962-08-02,,999-75-6663,S99945536,X54875895X,Mrs.,Dyan186,Hermiston71,,Wehner319,W,white,nonhispanic,NaN,San Antonio  Texas  US,686 Glover Route Apt 82,Allen,Texas,Collin County,48085.0,75013,0.3310627979316461,-96.63208309253042,14281.36,0.0,996181
b1e465eb-056b-61e9-298e-c152c058c96d,2021-05-13,,999-43-8146,,,,Jody426,Huels583,,,,white,nonhispanic,NaN,Houston  Texas  US,384 Rice Underpass Apt 2,Allen,Texas,Collin County,48085.0,75025,0.3309239941016122,-96.69030936400488,4733.6,0.0,109870
2e104c17-37a3-f7d8-8d90-59e85f96cfd9,1986-01-18,,999-74-4390,S99992012,X22969406X,Mr.,Jesús825,Ledesma253,,,D,white,hispanic,NaN,Santiago  Santiago Province  CL,834 Sauer Throughway Unit 2,Conroe,Texas,Montgomery County,48339.0,77382,0.3035998700815438,-95.42710392564564,11017.78,0.0,78025
9dc4c465-0fb9-4ade-10c7-dc7994a165d2,1999-05-06,,999-84-9364,S99992614,X13241269X,Ms.,Blanca837,Guzmán14,,,,white,hispanic,NaN,Gaudalajara  Jalisco  MX,634 Rohan Ranch,Big Spring,Texas,Howard County,48227.0,79720,0.3227319951094146,-101.51850935285776,3996.26,7170.72,22355
1349ba56-52a5-b201-143b-a16f59652f1d,1988-04-05,,999-46-9751,S99965570,X37325508X,Ms.,María Luisa888,Jurado563,,,S,white,hispanic,NaN,Havana  Havana  CU,111 Tillman Row Unit 76,Laredo,Texas,Webb County,48479.0,78045,0.2751278667921959,-99.44103549887905,10748.42,0.0,58075
c7890e33-b7fc-af41-8647-3a74341a1281,1926-10-14,,999-84-3728,S99933309,X15867660X,Mrs.,Tiana543,Cronin387,,Bradtke547,D,white,nonhispanic,NaN,Austin  Texas  US,395 Marks Avenue Unit 80,Baytown,Texas,Harris County,48201.0,77520,0.2975921151517102,-94.95433768215314,18153.7,7046.4,31883
b097ae8a-b53f-99fd-e7a0-d950e8cbd77a,1945-03-22,,999-16-3237,S99989040,X16900605X,Mr.,Óscar156,Saldaña5,,,M,white,hispanic,NaN,Bogota  Bogota  CO,922 Carroll Crossing Apt 7,Hideaway,Texas,Smith County,48423.0,75771,0.32581147224752316,-95.4714281533278,22805.91,3895.73,65799
061b7e29-8cc8-6792-6a77-9f051d8179a7,1996-09-06,,999-77-4984,S99999268,X89863798X,Ms.,Winnie378,Wunsch504,,,,white,nonhispanic,NaN,Austin  Texas  US,714 Reinger Bridge,Dallas,Texas,Dallas County,48113.0,75220,0.330381317224385,-96.42746263754827,10936.8,0.0,43905
5b5e980b-6ce0-3cdc-bb68-18684b7ed753,1951-04-06,,999-49-1926,S99953890,X58129178X,Mr.,Timoteo39,Alba338,,,M,black,hispanic,NaN,Juarez  Chihuahua  MX,788 Pagac Park Unit 48,El Paso,Texas,El Paso County,48141.0,79924,0.3175306568516808,-106.43660331487216,15872.71,1191.15,39962
4ea7daa9-820d-3c09-2738-ed5879a5bb26,2007-08-07,,999-24-2235,S99992935,,,Mateo562,Delagarza9,,,,white,hispanic,NaN,Havana  Havana  CU,1047 Heathcote Course,Laredo,Texas,Webb County,48479.0,78046,0.2751292997731271,-99.45955197548258,10247.77,0.0,43297
851164a4-7167-0eb7-e1ce-6c32ed44036d,1976-12-24,,999-38-6920,S99948305,X14513853X,Mr.,Coy949,Flatley871,,,M,white,nonhispanic,NaN,San Antonio  Texas  US,885 Lubowitz Arcade Apt 17,University Park,Texas,Dallas County,48113.0,75206,0.32856683248563745,-96.82627033745636,11687.22,0.0,820668
6924879a-e55e-88d8-6176-d722ab470449,1970-11-05,,999-67-2978,S99988550,X31789648X,Mrs.,Mora209,Fisher429,,Maggio310,M,black,hispanic,NaN,Colleyville  Texas  US,711 Rippin Fork,Coolidge,Texas,Limestone County,48293.0,76635,0.31752071255446007,-96.6655953778055,15704.07,0.0,53487
eda46579-136c-363f-2fbd-6de621a43483,1960-04-29,,999-89-7392,S99967263,X20139514X,Mr.,José María211,Ordóñez148,,,M,white,hispanic,NaN,San Salvador  El Salvador  SV,969 Dibbert Esplanade Apt 91,Corpus Christi,Texas,Nueces County,48355.0,78405,0.2775841787295424,-97.54937547331018,20048.95,0.0,60516
d0c65802-91b0-a85c-2478-b1a3a57635f4,1972-09-06,,999-98-9828,S99931540,X15173737X,Mrs.,Silvia880,Reséndez908,,Murillo232,M,white,hispanic,NaN,Ponce  Puerto Rico  PR,532 Marquardt Street Apt 18,Highlands,Texas,Harris County,48201.0,77562,0.2984019290504154,-95.06772677325328,10986.98,3850.72,17708
e32a233c-6a76-dc83-e0b7-45f3bb94a766,2008-08-03,,999-71-5155,,,,Carlos172,Segura601,,,,white,hispanic,NaN,Mexico City  Mexico City  MX,674 Kub Quay Unit 67,Seguin,Texas,Guadalupe County,48187.0,78155,0.29554654955216836,-97.95542260329124,10092.18,0.0,85833
dfa01bde-0e2b-389b-f4ab-936076201381,1983-08-18,,999-79-9102,S99990022,X76273442X,Mrs.,Ana972,Godoy454,,Barrientos891,M,white,hispanic,NaN,Wesley  Saint Andrew Parish  DM,202 Sipes Ville,Beaumont,Texas,Jefferson County,48245.0,77713,0.30021590386412395,-94.05579908950172,11491.6,2318.24,31171
3f2cae1b-f3b3-3931-f76c-7399728e5903,1997-08-30,,999-34-1052,S99982992,X26140135X,Ms.,Elia719,Kulas532,,,,black,nonhispanic,NaN,San Juan  Texas  US,166 Turner View Suite 19,Fort Worth,Texas,Tarrant County,48439.0,76106,0.32833892985479096,-97.27117502332273,11436.34,0.0,60795
d3fd3a23-0ed8-e1d1-52a2-ee00a4163769,1952-03-24,,999-72-7713,S99910300,X83742566X,Mr.,Willis868,Crist667,,,D,white,nonhispanic,NaN,Rome  Lazio  IT,445 Smith Crossing,Houston,Texas,Harris County,48201.0,77070,0.29647753496520013,-95.31215501942069,16789.98,5766.34,22672
d388e5b3-b862-8be4-f2d1-1dd07f331cdc,1992-04-27,,999-34-4149,S99984713,X31350154X,Mrs.,Darcy899,Parker433,,Emard19,M,white,nonhispanic,NaN,Floydada  Texas  US,845 Hane Estate Apt 60,North Pearsall,Texas,Frio County,,0,0.2897149664626186,-99.12007712194468,4790.8,6140.72,19500
74fe0095-e910-0ec9-2a3e-9c8fb27703f3,2007-06-11,,999-73-8968,S99935000,,,Art115,Lind531,,,,white,hispanic,NaN,Houston  Texas  US,359 Rodriguez Underpass,Brownsville,Texas,Cameron County,48061.0,78521,0.25945770949134245,-97.53369452494132,10361.54,0.0,60818
97424a46-9944-eeba-0c56-fd30d702434b,1992-12-18,,999-11-9521,S99979004,X41476482X,Mr.,Rafael239,Caballero789,,,S,black,hispanic,NaN,Havana  Havana  CU,218 Wisozk Stravenue,Jourdanton,Texas,Atascosa County,48013.0,78026,0.28822908576502315,-98.62218452091328,10526.16,0.0,57997
5b280286-a054-42bf-acaf-4f6ba3784432,1978-01-27,,999-84-3469,S99969418,X1375855X,Mrs.,Doretha289,Okuneva707,,Boyle917,M,white,nonhispanic,NaN,Fort Worth  Texas  US,1047 Abernathy Vale Unit 55,Houston,Texas,Harris County,48201.0,77069,0.295940875060568,-95.19290733033908,11326.32,0.0,53839
6e280aaa-9520-d9f1-12c1-2929dc43d8ed,1983-11-19,,999-43-7122,S99949619,X22132699X,Mr.,Barney639,Mosciski958,,,D,asian,hispanic,NaN,Edinburg  Texas  US,179 Kutch Well Apt 46,Austin,Texas,Travis County,48453.0,78701,0.30239694658093785,-97.97177494463256,13652.59,0.0,175662
7b96f5fc-7bc6-e88b-6508-39237028f9e3,1997-10-26,,999-78-3714,S99964983,X77160457X,Mr.,Felix524,Fadel536,,,,white,nonhispanic,NaN,Houston  Texas  US,433 Toy Road,Fort Worth,Texas,Tarrant County,48439.0,76060,0.32708878877330383,-97.38762150599416,8438.1,2998.24,32178
92b1805b-401e-7ed9-6ce3-bfc2edf2431b,1955-07-25,,999-22-2984,S99926938,X9765567X,Mr.,Wyatt967,Harris789,,,S,white,nonhispanic,NaN,Dallas  Texas  US,370 Kerluke Hollow Apt 15,Kerrville,Texas,Kerr County,48265.0,78028,0.30034874511209586,-99.11486212870484,17241.72,1513.9,36733
1f7e04b7-9f7b-004a-e1fd-0a713b1cbf68,1998-10-19,,999-64-8042,S99991370,X62483325X,Mr.,Gilbert263,Weber641,,,,white,hispanic,NaN,El Paso  Texas  US,1044 Cruickshank Dale,Corpus Christi,Texas,Nueces County,48355.0,78408,0.27793315702898747,-97.3942539501794,7938.56,2998.24,25986
c15ca277-2264-6fe8-0958-5d2f506926e9,2004-04-06,,999-29-2269,S99982777,,Mr.,Jamie386,Jerde200,,,,white,nonhispanic,NaN,Bay City  Texas  US,379 Morissette Spur Suite 35,Grapevine,Texas,Tarrant County,48439.0,76051,0.32932308174004665,-96.96699579572596,10761.62,0.0,123938
dc30b82a-5a0c-2bd1-61dd-8d2b61ee481a,1979-10-05,,999-94-4946,S99945876,X12728178X,Mr.,Thurman577,Maggio310,,,M,white,nonhispanic,NaN,San Antonio  Texas  US,538 Ward Station,McKinney,Texas,Collin County,48085.0,75069,0.33182978707180205,-96.70621394009514,14686.81,0.0,153130
128a5f4a-364a-f3ae-ef30-943d37bf7044,1980-04-05,,999-86-1804,S99978041,X1421687X,Mrs.,Justina408,Legros616,MD,Maggio310,M,asian,nonhispanic,NaN,Austin  Texas  US,804 Botsford Center Apt 8,Bryan,Texas,Brazos County,48041.0,77845,0.3052103768996846,-96.32239964580576,13336.6,235.33,511453
1671a2d7-bdf4-2f7e-374c-3d07259131ae,2021-11-16,,999-60-4373,,,,Lorrie905,Hilll811,,,,white,nonhispanic,NaN,Houston  Texas  US,1067 Ullrich Green Apt 73,Frisco,Texas,Collin County,48085.0,75078,0.33027127823837465,-96.75553339511124,4464.24,0.0,149809
a16a9163-a146-9e59-724e-48bbd50b4b9e,1974-06-01,,999-14-5992,S99926189,X35182803X,Mr.,Monte325,O'Keefe54,,,M,white,nonhispanic,NaN,Mesquite  Texas  US,426 O'Keefe Run,Lufkin,Texas,Angelina County,48005.0,75904,0.31207925886844984,-94.7597921195657,16674.79,0.0,616105
4b362c6a-4465-d55a-f8be-73ce0dd11b46,1950-04-29,,999-23-5807,S99978280,X39343717X,Mrs.,Carita426,Baumbach677,,Walsh511,D,white,nonhispanic,NaN,Longview  Texas  US,597 Quigley Neck,Santa Anna,Texas,Coleman County,48083.0,76878,0.2656260137280048,-98.7882535205354,18466.49,5024.45,6926
1cba1818-1d02-1424-a08c-8712a877d618,1987-09-28,,999-14-4670,S99975570,X87799283X,Ms.,Suzan149,Erdman779,,,S,white,nonhispanic,NaN,Bonham  Texas  US,331 DuBuque Trailer Suite 3,Webster,Texas,Harris County,48201.0,77058,0.2951498045046393,-95.10880135073592,11156.94,0.0,164998
e85e2352-1efc-fb79-4e9f-201818809fb9,1997-08-30,,999-83-3450,S99934259,X75020754X,Mr.,Ramiro608,Venegas795,,,,asian,hispanic,NaN,Ponce  Puerto Rico  PR,1069 Gleason Avenue,El Paso,Texas,El Paso County,35013.0,79922,0.31754914351156627,-106.50695379038952,10936.8,0.0,38673
c7b3b1a2-e5e8-66ef-7c14-b32f28623685,2016-12-20,,999-96-8781,,,,Olivia294,Marrero674,,,,asian,hispanic,NaN,Caguas  Puerto Rico  PR,890 Berge Overpass,Liberty City,Texas,Gregg County,,0,0.32488245465650456,-94.97606258691216,2493.52,4264.24,26717
da95021f-0886-de95-6059-dd4e897dd5f5,1958-11-23,,999-41-3300,S99930893,X78348056X,Mr.,Jerónimo599,Cadena322,,,M,white,hispanic,NaN,San Salvador  El Salvador  SV,916 Rau Course,Sullivan City,Texas,Hidalgo County,48215.0,78595,0.26241996993017447,-98.5343501740841,13578.58,2010.4,24380
210e4f2d-d24f-9c23-83ca-496e0bbf6fe6,1971-07-29,,999-34-6001,S99929386,X15762851X,Mr.,Dominique369,Pfannerstill264,,,M,white,nonhispanic,NaN,Odessa  Texas  US,142 Turcotte Parade Suite 11,Roanoke,Texas,Denton County,48121.0,76262,0.3300267174559009,-97.27087741624833,14960.94,0.0,65923
63b1def1-6704-d42c-9ab6-06250a5ff181,2006-11-19,,999-41-8633,S99997849,,,Anisha16,Keeling57,,,,white,hispanic,NaN,Houston  Texas  US,647 Ledner Ramp,Benbrook,Texas,Tarrant County,48439.0,76132,0.32696431919227964,-97.41691097836728,6774.66,3720.24,30884
4563bf3f-4815-6320-f0b0-6b02d7df87a7,2011-02-14,,999-39-8000,,,,Serafina151,Fadel536,,,,white,nonhispanic,NaN,Arlington  Texas  US,669 Harvey Mission,Andrews,Texas,Andrews County,48003.0,79714,0.323312240160787,-102.65634671489876,7325.23,1323.33,759335
57f773c5-b83d-19b7-99a6-b46a4b123200,1969-02-15,,999-92-2576,S99935504,X28076740X,Mr.,Rocky100,Cummings51,,,M,white,nonhispanic,NaN,Dallas  Texas  US,374 Watsica Trail Suite 70,Mansfield,Texas,Tarrant County,48439.0,76063,0.32570881066789326,-96.97929935802776,17233.44,0.0,673574
1208ea03-fead-312d-fec1-f486df8fca1e,1990-12-23,,999-89-9063,S99985796,X15703443X,Mr.,Brendan864,Robel940,PhD,,M,white,nonhispanic,NaN,Dallas  Texas  US,461 Hirthe Orchard,The Woodlands,Texas,Harris County,48339.0,77384,0.30207967064918584,-95.52783527415362,11159.06,0.0,163742
d3b1de66-a5f0-bc86-82c9-0e625271e95f,1951-09-02,,999-24-1645,S99947281,X26835721X,Mr.,Alberto639,Cuellar188,,,D,white,hispanic,NaN,San Jose  San Jose  CR,876 Breitenberg Row,Conroe,Texas,Montgomery County,48339.0,77304,0.30441250016618293,-95.71784093450631,19459.48,1878.11,50320
2bed258d-d347-7dbe-ccce-b1110f559020,1974-06-19,,999-31-9716,S99958427,X32835060X,Mrs.,Laquita685,Kris249,,Jast432,M,white,nonhispanic,NaN,La Grange  Texas  US,1091 Hahn Course,Port Neches,Texas,Jefferson County,48245.0,77651,0.299423194065056,-93.95012006093413,7697.86,4122.72,10931
40b81c3b-cc21-43b6-4e57-bc5304223a4e,1988-05-03,,999-61-6152,S99965443,X2259451X,Mr.,Rolando809,Crooks415,,,D,black,nonhispanic,NaN,Highland  Texas  US,502 Bahringer Gateway Unit 24,Killeen,Texas,Bell County,48027.0,76542,0.3102294763695903,-97.66504965948684,11151.71,0.0,82334
e8e78f5d-3b80-ccfa-6fcd-489f05db48ea,1958-01-22,,999-34-3893,S99951031,X22355942X,Mrs.,Georgine810,Kohler843,,Jacobs452,M,black,hispanic,NaN,Austin  Texas  US,256 Buckridge Arcade Unit 37,Alamo,Texas,Hidalgo County,48215.0,78516,0.26157775573969,-98.11409950169428,18019.88,172.36,39015
875f585b-7413-dcaf-0d3a-d2bd4f11a9f5,2007-04-05,,999-75-6423,S99936301,,,Theola421,Osinski784,,,,white,nonhispanic,NaN,Lewisville  Texas  US,1050 Berge Run Suite 41,Rendon,Texas,Tarrant County,,0,0.3253696489997415,-97.19566214928592,9114.84,996.93,434809
e31151cf-3943-c4c2-334c-a24e347c915f,1986-02-28,,999-26-4437,S99964652,X86075366X,Ms.,Damaris45,Fahey393,,,S,black,hispanic,NaN,Frisco  Texas  US,527 Windler Avenue Unit 12,South Houston,Texas,Harris County,48201.0,77502,0.29695301435937416,-95.2444688750782,7305.11,4802.72,10224
9997cb02-a309-cb0f-af73-bc17ffbd440d,1956-09-20,,999-23-6791,S99963974,X34918069X,Mr.,Alejandro916,Langosh790,,,M,white,nonhispanic,NaN,Wildwood  Texas  US,578 Welch Approach Apt 91,Canyon Lake,Texas,Comal County,48091.0,78133,0.29903735614634736,-98.2178497592776,17445.63,4619.76,863
7031889b-ef5c-6593-8807-1c79674e92c2,1967-07-06,,999-96-3639,S99937120,X45004149X,Mr.,Antony83,Koss676,,,M,white,hispanic,NaN,Wichita Falls  Texas  US,560 Kemmer Lane Suite 37,San Antonio,Texas,Bexar County,48029.0,78257,0.2938348773078598,-98.54453992757765,13570.1,0.0,46879
d8076256-b220-3250-1ccd-709814d14b28,2018-03-26,,999-28-8599,,,,Roseanne877,Hane680,,,,white,nonhispanic,NaN,Houston  Texas  US,761 Russel Union Apt 74,Amarillo,Texas,Potter County,48375.0,79102,0.35179392153720984,-101.91438255353737,500.0,5719.04,22842
c0d29eab-15f4-8e24-122b-d9748a3ebc32,1988-01-21,,999-29-6548,S99969814,X59576101X,Mr.,Willian804,Zulauf375,,,M,white,nonhispanic,NaN,Sherman  Texas  US,960 Frami Flat,McKinney,Texas,Collin County,48085.0,75070,0.33195604709643234,-96.73596127417456,10748.42,0.0,119721
